Grade ,Gender,School,Dose,Season,Pre,Alcohol,Tobacco,Marijuana,Drugs,Sleep,Meals,Contracts,ParentContracts,longtermeffect,impactonperformance,athletictraining,drinkinginjury,damagemusclefibers,testosterone,adequatesleep,AgesStrongly DisagreeAgree_DisagreeAgree,BeforeStrongly Disagree6,Brainmessages,simpletasks,lostpotential,athleticcontractchoice,Teammateaccountability,contractcoaches,contractparents,clearcontracts,Faircontracts,coachesserious,coachcares,coachesexpectations,coachteamissues,coachesunity,coachescontactparents,coachesavoidsubstanceuse,coachencouragessleep,healthybalancedmeals,Parentshealthychoices,parentsavoidatod,parentssleep,parentseathealthy,parentsseecoachasimportant,parentsaddresssensitiveissues,communityatod,communitysleep,communityeatinghabits,communitycharacterbuilding,communityrespectfulbehavior,leadersatod,leaderssleep,leadershelpothers,leadersplayerssleep,leadersplayerseat,socialnormsatod,socialnormsenoughsleep,socialnormseating,socialnormslifestylechoices,socialnormscontracts,socialnormscoachimportant,socialnormssensitivetopics,socialnormsensitivecoach
9,Male,Hinsdale,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Neither
9,Female,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,0 days,0 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Disagree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither
9,Female,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,Not sure,Not sure,Agree,Agree,Neither,Neither,Agree,Neither,Strongly Disagree,Neither,Disagree,Neither,Agree,Disagree,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Neither,Neither,Disagree,Disagree,Neither,Neither,Neither,Neither,Neither,Neither
9,Female,Pinkerton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Disagree,Disagree,Neither,Neither,Agree,Agree,Agree,Neither,Neither,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neither,Agree,Disagree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Neither,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree
9,Male,Dover,1,Fall,0,0 days,0 days,0 days,0 days,0 days,1-2 days,Not sure,Not sure,Neither,Disagree,Disagree,Neither,Neither,Disagree,Strongly Disagree,Disagree,Disagree,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Disagree,Disagree,Disagree,Disagree,Neither,Disagree,Neither,Neither,Disagree,Disagree,Disagree
9,Male,Berlin,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Neither,Neither,Agree,Disagree,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Disagree,Neither,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Neither,Neither,Agree,Neither,Agree,Disagree,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Disagree,Disagree,Disagree,Disagree,Neither,Agree,Neither,Disagree,Neither,Neither
9,Female,Sanborn,1,Fall,1,0 days,0 days,0 days,0 days,1-2 days,20-29 days,Not sure,Not sure,Neither,Neither,Disagree,Neither,Disagree,Disagree,Disagree,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Female,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Neither,Neither,Disagree,Neither,Neither,Strongly Disagree,Neither,Disagree,Neither,Neither,Neither,Strongly Disagree,Disagree,Agree,Neither,Agree,Agree,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree
9,Male,Epping,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Not sure,Not sure,Agree,Agree,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Strongly Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Disagree,Neither,Agree,Agree,Neither,Disagree,Agree,Agree,Neither,Agree,Agree,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Disagree,Neither
9,Male,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Female,Raymond,1,Fall,1,0 days,,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Neither,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Agree,Disagree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Female,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,10-19 days,Yes,Not sure,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Disagree,Disagree,Disagree,Neither,Disagree,Disagree,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither,Disagree,Disagree,Neither,Neither,Neither,Disagree,Neither,Disagree
9,Male,Lebanon,1,Fall,0,30 days,30 days,30 days,30 days,0 days,30 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Male,Woodsville,1,Fall,1,1-2 days,0 days,0 days,0 days,1-2 days,1-2 days,Not sure,Not sure,Neither,Neither,Strongly Disagree,Disagree,Neither,Disagree,Disagree,Disagree,Strongly Disagree,Neither,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Neither,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Neither,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neither,Strongly Disagree,Strongly Disagree
9,Male,Dover,1,Fall,0,0 days,0 days,0 days,0 days,0 days,30 days,Not sure,Not sure,Agree,Neither,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Disagree,Disagree,Neither,Neither,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Disagree,Disagree,Disagree,Neither,Neither,Agree,Agree,Disagree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Neither
9,Female,Hinsdale,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Disagree,Neither,Agree,Agree,Neither,Neither
9,Male,Spaulding,1,Fall,1,0 days,0 days,0 days,0 days,1-2 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Agree,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Male,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,10-19 days,Yes,Yes,Agree,Agree,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Neither,Agree,,Disagree,Disagree,Neither,Neither,Agree,Agree,Neither,Agree,Neither,Disagree,Strongly Disagree,Disagree,Neither,Neither,Neither,Neither,Neither
9,Female,Pinkerton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Agree,Agree,Agree,Neither,Agree
9,,Fall Mountain,1,Fall,0,1-2 days,0 days,0 days,0 days,0 days,20-29 days,Not sure,Not sure,Neither,Neither,Neither,,Neither,,Strongly Disagree,Disagree,Disagree,Neither,Neither,Neither,,,Neither,Neither,Neither,,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,,Neither,Neither,Neither,Neither,,Neither,,,,Neither,,,Neither,Neither,Neither,,Neither,Neither,Neither,,Neither,,
9,Female,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Disagree,Neither,Neither,Disagree,,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Strongly Disagree,Agree,Neither,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neither,Disagree,Neither,Neither,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither,Neither,Disagree,Neither,Disagree
9,Female,Mascoma,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Female,Lebanon,1,Fall,1,0 days,0 days,0 days,0 days,0 days,1-2 days,Yes,Yes,Neither,Agree,Neither,Disagree,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Male,Sanborn,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Agree,Agree,Strongly Disagree,Neither,Strongly Disagree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Neither
9,Female,Fall Mountain,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neither,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither,Neither,Disagree,Neither,Neither
9,Female,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Agree,Neither,Neither,Agree,Neither,Neither,Disagree,Disagree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Disagree
9,Male,Sanborn,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,,Yes,Agree,Agree,Agree,Neither,Neither,Neither,Strongly Disagree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,
9,Female,Franklin,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,Neither,Agree,Disagree,Neither,Neither,Neither,Agree,Disagree,Agree,Neither,Agree,Neither,Agree,Disagree,Neither,Disagree,Agree,Agree,Neither,Neither,Agree,Disagree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Neither,Agree,Disagree,Neither,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither,Disagree,Agree,Neither,Neither,Neither,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither,Agree,Neither,Neither,Disagree
9,Female,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Agree,Neither,Strongly Disagree,Neither,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree
9,Female,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,20-29 days,Not sure,Not sure,Agree,Agree,Neither,Neither,Neither,Disagree,Disagree,Strongly Disagree,Neither,Neither,Neither,Disagree,Neither,Disagree,Disagree,Neither,Disagree,Neither,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Neither,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neither,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither,Agree,Neither,Disagree,Agree,Disagree
9,Female,Pinkerton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Agree,Agree,Neither,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree
9,Male,Littleton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Neither,Disagree,Strongly Disagree,Neither,Disagree,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Female,Epping,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Agree,Neither,Agree,Neither,Neither,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Male,Newmarket,1,Fall,0,0 days,0 days,0 days,10-19 days,20-29 days,10-19 days,Yes,Yes,Neither,Agree,Neither,Neither,Neither,Neither,Agree,Disagree,Neither,Neither,Neither,Disagree,Disagree,Neither,Neither,Neither,Disagree,Neither,Agree,Neither,Neither,Neither,Neither,Disagree,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Disagree,Neither,Disagree,Disagree,Disagree,Neither,Disagree,Agree,Neither,Disagree,Disagree,Disagree,Neither,Disagree,Neither,Agree,Agree,Neither,Disagree,Disagree
9,,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Agree,Neither,Agree,Disagree,Neither,Agree,Agree,Neither,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Neither,Neither,Neither,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree
9,Male,Pinkerton,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree
9,Male,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Male,Newmarket,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Neither,Neither,Neither,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Agree,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither
9,Male,Spaulding,1,Fall,0,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Neither,Neither,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Agree,Neither,Disagree,Agree,Neither,Agree,Agree,Neither,Neither,Neither
9,Male,Lebanon,1,Fall,1,0 days,0 days,0 days,0 days,0 days,0 days,Yes,Yes,Neither,Agree,Neither,Neither,Neither,Neither,Strongly Disagree,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
9,Female,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Agree,Neither,Agree,Neither,Strongly Disagree,Neither,Disagree,Agree,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither
9,Male,Littleton,1,Fall,1,0 days,0 days,0 days,1-2 days,20-29 days,0 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Agree,Agree,Neither,Disagree,Disagree
9,Male,Spaulding,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Neither,Neither,Neither,Agree,Neither,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Neither,Neither,Disagree,Neither,Disagree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Neither,Agree,Disagree,Disagree,Disagree,Disagree,Neither,,,,,,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree
9,Female,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Agree,Disagree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Female,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,30 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Male,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,20-29 days,0 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
9,Male,White Mountains,1,Fall,0,0 days,0 days,0 days,0 days,,20-29 days,Not sure,Not sure,,,,,,,,,,,,,Strongly Disagree,Disagree,Neither,Neither,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Disagree,Neither,Agree,Neither,Neither,Neither
9,Female,Littleton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Neither,Agree,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Neither
9,Male,Franklin,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Not sure,Neither,Neither,Disagree,Neither,Neither,Disagree,Strongly Disagree,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Neither,Neither,Neither
